Var1,Var2
0,96.6390291183275
10,96.0991215806074
20,94.4067496099458
30,92.7232599698515
40,90.7672470777825
50,88.9043115455404
60,87.3423522600283
70,85.4518641127252
80,83.717553076157
90,82.0834783691823
100,80.3980509328202
110,78.7737370112329
120,77.5735060517278
130,75.953212220239
140,74.3161354180435
150,72.6877298897516
160,71.2846841055872
170,69.9404926218373
180,68.652735564447
190,67.0838067783627
200,65.6548201358516
210,64.4405441118332
220,63.3427446102554
230,62.0982389256801
240,60.8792377739624
250,59.6207627933204
260,58.4761137266493
270,57.2578261419523
280,56.262634531016
290,54.934041518432
300,54.031806437779
310,52.8394269487506
320,51.8502387329559
330,50.9194331090886
340,49.9690745184003
350,48.7745800521321
360,48.0533511168811
370,47.053603505944
380,46.0600776146853
390,45.1452112116346
400,44.2590618855289
410,43.3844460667511
420,42.5684864962441
430,41.7398757106543
440,41.0027049569835
450,40.2745999537407
460,39.3865175006992
470,38.5525708812303
480,37.8852508829054
490,37.1054063706999
500,36.2633139515037
510,35.7549738466934
520,34.9987805809999
530,34.3035881763674
540,33.6772766440709
550,33.000985558475
560,32.2429308534565
570,31.6959582866696
580,31.0853204984115
590,30.4468267847501
600,30.0804341577675
610,29.2487128397117
620,28.7235950336323
630,28.1478643337087
640,27.5599040599463
650,27.1273147509268
660,26.5990557420669
670,26.2699009049874
680,25.5927168017769
690,25.0220098719461
700,24.8094718078248
710,24.3029721608776
720,23.6964048869475
730,23.1179058273801
740,22.7823135719718
750,22.3783624911271
760,21.9974828775896
770,21.528240907093
780,21.1915685602621
790,20.7875041392635
800,20.2323895087478
810,19.8796953109726
820,19.5251476167049
830,19.1808209608442
840,18.839311228957
850,18.5196558802486
860,17.8696593699987
870,17.7880285738952
880,17.6259709233196
890,17.069756372224
900,16.9510693640076
910,16.5804353874154
920,16.2365158788887
930,15.9578552304417
940,15.489352447161
950,15.3495838638641
960,15.2364234684167
970,14.809549433127
980,14.5331180215789
990,14.1902964201094
1000,14.0007207045912
1010,13.7723733240024
1020,13.5422563815506
1030,13.2178540942739
1040,12.991943567951
1050,12.9832493725292
1060,12.3250755080569
1070,12.548529762661
1080,12.1385659656825
1090,11.9884984020365
1100,11.5101269540224
1110,11.4098710795204
1120,11.2375929224063
1130,11.1083046243031
1140,10.7036725076357
1150,10.7264610073389
1160,10.3704837786769
1170,10.3146459167052
1180,10.1932317830658
1190,9.98430714626211
1200,9.88703130362771
1210,9.71003181036061
1220,9.37840757437756
1230,9.30663394404602
1240,9.02720454508029
1250,8.83339460683057
1260,8.90513893699403
1270,8.66283173097387
1280,8.51052964438815
1290,8.46329136503233
1300,8.29069648984939
1310,8.12816606318055
1320,8.0828665193304
1330,7.91824706128095
1340,7.71934725449815
1350,7.49905971681514
1360,7.37823461687417
1370,7.44041186637131
1380,7.04029725358773
1390,7.08173010659756
1400,6.77435653886231
1410,6.95867757212983
1420,6.83245683807791
1430,6.63828612403906
1440,6.52515338049117
1450,6.17981446673232
1460,6.38486146057682
1470,6.00785569568031
1480,5.89753860600901
1490,6.04179975521387
1500,5.84523103655519
